fighter_name,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Avg,career_TD_Acc,career_TD_Def,career_Sub_Avg,fighter_url
Jonathan Pearce,5.12,54%,3.32,54%,5.02,50%,55%,0.8,http://www.ufcstats.com/fighter-details/87c0b1c696ddfb43
Lukasz Sajewski,2.06,35%,3.88,57%,1.01,25%,66%,0.0,http://www.ufcstats.com/fighter-details/fb41432b622992a9
Jalin Turner,5.60,48%,4.57,41%,0.79,55%,74%,1.1,http://www.ufcstats.com/fighter-details/4d8fa64202cee4c1
Nik Lentz,3.44,47%,3.25,50%,3.30,32%,43%,1.2,http://www.ufcstats.com/fighter-details/6fb1ba67bef41b37
Lazar Stojadinovic,1.82,29%,1.97,59%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4d25497994da569c
Paulo Costa,6.22,58%,6.56,49%,0.36,75%,80%,0.0,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
James Irvin,2.03,48%,3.86,35%,0.00,0%,36%,0.5,http://www.ufcstats.com/fighter-details/a7f4d0902bb64092
Kris McCray,2.69,45%,2.57,54%,2.88,55%,38%,0.0,http://www.ufcstats.com/fighter-details/baed16f18348908e
Sammy Morgan,1.05,22%,3.74,40%,1.43,20%,0%,0.5,http://www.ufcstats.com/fighter-details/2067a177a2842fbf
Saparbeg Safarov,4.03,48%,2.96,47%,2.52,41%,33%,0.0,http://www.ufcstats.com/fighter-details/88d7b6d8230e1f3f
Luke Jumeau,2.93,43%,3.17,58%,0.25,100%,86%,0.0,http://www.ufcstats.com/fighter-details/4c288a2b250bb576
Wilson Gouveia,3.02,39%,4.06,56%,0.90,66%,57%,2.2,http://www.ufcstats.com/fighter-details/af5b208e97f5d382
Eperaim Ginting,0.00,0%,0.00,100%,15.52,100%,0%,0.0,http://www.ufcstats.com/fighter-details/bad8ed7d714f1493
Amir Sadollah,4.71,46%,3.55,60%,0.57,27%,60%,0.3,http://www.ufcstats.com/fighter-details/2650e2f846a30f64
Darko Stosic,2.61,45%,4.04,58%,3.42,50%,83%,0.0,http://www.ufcstats.com/fighter-details/025f0b1b58fbad01
Mike Malott,3.85,46%,3.06,53%,2.27,56%,16%,0.8,http://www.ufcstats.com/fighter-details/dd6103dd7127db1d
Julian Marquez,4.85,45%,5.06,50%,0.00,0%,53%,2.6,http://www.ufcstats.com/fighter-details/d0e1b42d41dab603
Denis Kang,2.27,35%,1.65,67%,2.51,65%,38%,1.2,http://www.ufcstats.com/fighter-details/3c241737a6069b9f
Kengo Ura,1.05,37%,2.38,48%,2.85,28%,50%,1.4,http://www.ufcstats.com/fighter-details/58258914525740a5
Ramiz Brahimaj,2.26,44%,4.04,43%,1.51,35%,44%,1.5,http://www.ufcstats.com/fighter-details/3d074044a33825e7
Wallid Ismail,0.92,31%,0.83,44%,1.85,28%,0%,0.5,http://www.ufcstats.com/fighter-details/da6dfd09cca1d705
Khalid Murtazaliev,4.80,69%,0.40,78%,7.50,100%,33%,0.0,http://www.ufcstats.com/fighter-details/231cae8b77fbbcc1
Jesse Murray,2.38,28%,7.72,43%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/d0147e906106cd2e
Yuta Sasaki,2.16,41%,2.50,50%,3.03,43%,41%,1.2,http://www.ufcstats.com/fighter-details/7c3c48cf54a2848e
Jason Brilz,2.66,40%,1.78,65%,2.37,25%,25%,1.3,http://www.ufcstats.com/fighter-details/497ba5b12a4bfc47
Don Madge,2.08,52%,0.74,67%,2.22,25%,80%,0.7,http://www.ufcstats.com/fighter-details/68c7ad953455c73f
Pingyuan Liu,2.36,33%,2.99,54%,0.25,20%,56%,1.0,http://www.ufcstats.com/fighter-details/31bbd39c0a075d4e
Richard Jacobi,0.88,44%,3.94,51%,3.28,100%,100%,0.0,http://www.ufcstats.com/fighter-details/46f557bd44da630e
Sergey Khandozhko,3.41,41%,2.37,60%,0.76,28%,61%,0.0,http://www.ufcstats.com/fighter-details/90da09db03e41748
Thomas Ramirez,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ea398c802d9998ee
Tommy McMillen,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/6b0a6def604de298
Noe Hernandez,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/df2cf66d8c0123db
Sung Bin Jo,1.40,33%,2.67,51%,1.00,33%,83%,1.0,http://www.ufcstats.com/fighter-details/6e0e977beb909837
Jai Herbert,3.16,42%,3.37,52%,0.50,23%,59%,0.0,http://www.ufcstats.com/fighter-details/4c88a1db5a46c6a4
Mark Cherico,3.69,34%,7.37,56%,5.03,50%,0%,0.0,http://www.ufcstats.com/fighter-details/79a193111e3bc99b
Ron Faircloth,0.39,40%,8.90,42%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/453ee00c3e1ae9dd
Shannon Ross,5.96,39%,7.39,55%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/51c655162e462ceb
Yoshihiro Takayama,3.40,54%,5.69,29%,0.67,33%,55%,0.0,http://www.ufcstats.com/fighter-details/d856a0080ac09ed7
Marcelo Guimaraes,4.67,51%,4.41,62%,1.99,13%,0%,0.0,http://www.ufcstats.com/fighter-details/0c9c0a43d3f3f49d
Phil Harris,2.34,26%,3.16,68%,1.76,21%,60%,0.0,http://www.ufcstats.com/fighter-details/ba043b03eb799063
Emily Fernandez,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/7ee1babb99f30115
Eric Irvin,3.27,42%,4.47,36%,4.00,30%,33%,0.0,http://www.ufcstats.com/fighter-details/a47c2a6e24757932
Teila Tuli,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/96eff1a628adcc7f
Sam Greco,2.40,75%,1.33,53%,0.00,0%,25%,1.0,http://www.ufcstats.com/fighter-details/6d12031661db8ac8
Zach Underwood,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/1e310618d02ff93b
Greg Rebello,2.61,39%,2.92,58%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/49d78120e0a4f607
Mikey Burnett,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4c805f5f58a75df0
Macy Chiasson,3.77,46%,2.79,44%,2.37,38%,70%,0.4,http://www.ufcstats.com/fighter-details/9cdd2da1a9104a0b
Maycee Barber,4.70,53%,2.90,54%,1.44,43%,53%,0.1,http://www.ufcstats.com/fighter-details/6a740daf1b279661
Markus Perez,2.60,47%,3.72,52%,0.81,25%,77%,1.0,http://www.ufcstats.com/fighter-details/2ac4628c08ec5125
Sarah Moras,2.28,34%,3.58,50%,0.67,21%,33%,0.8,http://www.ufcstats.com/fighter-details/539ed332b3078821
Luciano Pereira,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/d7ee49bf3c779fa6
Ariel Beck,4.44,34%,4.31,64%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/b96939f2b8d88e82
Keith Wisniewski,2.32,52%,4.86,42%,1.57,40%,78%,0.3,http://www.ufcstats.com/fighter-details/cd12227edd3f134b
Gary Mangat,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/1c0ffc63d8ec8f45
Zviad Lazishvili,4.20,39%,6.13,51%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/41498c2d1a87b154
Dusko Todorovic,5.35,57%,4.80,46%,0.92,12%,45%,0.0,http://www.ufcstats.com/fighter-details/866fd7b1a6c90e7f
Eric Wisely,1.42,47%,2.08,56%,0.00,0%,27%,0.9,http://www.ufcstats.com/fighter-details/53f84637dfffab7a
Jose Landi-Jons,0.99,40%,0.77,43%,2.20,80%,40%,2.2,http://www.ufcstats.com/fighter-details/7e062824c175f975
Hannah Cifers,4.99,44%,5.39,52%,0.26,100%,64%,0.3,http://www.ufcstats.com/fighter-details/2244d9a2b64b8c3b
Takayuki Okada,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/32541eb5d12668b4
Bekzat Almakhan,0.20,18%,4.53,30%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/a4dc0f2b95df4cc1
Stephanie Egger,2.20,46%,2.48,52%,2.48,42%,50%,0.6,http://www.ufcstats.com/fighter-details/5e6294b37bbef029
Kailan Hill,2.60,53%,4.80,37%,3.00,42%,0%,0.0,http://www.ufcstats.com/fighter-details/bc7efc037c5f6550
Michael Lombardo,1.47,62%,2.63,31%,2.50,21%,60%,0.0,http://www.ufcstats.com/fighter-details/6d6b9a6cb063b60d
Jason Saggo,2.50,39%,2.94,52%,2.33,40%,23%,0.0,http://www.ufcstats.com/fighter-details/4ac1ecf8ce59ef23
Edson Barboza,4.11,44%,4.65,56%,0.45,50%,72%,0.1,http://www.ufcstats.com/fighter-details/64a50dad704d1d49
Jimmy Lawson,0.07,8%,1.60,44%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/e43eefb10d440cb0
Bentley Syler,1.30,18%,1.73,79%,0.00,0%,75%,0.0,http://www.ufcstats.com/fighter-details/abd2109bc4cb0291
Roger Carroll,7.62,61%,10.48,43%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/572a89dbe1f76761
Kyle Kurtz,1.31,36%,2.95,52%,1.23,20%,0%,2.5,http://www.ufcstats.com/fighter-details/b490def93478ae29
Joshua Wang-Kim,2.95,40%,4.43,60%,1.17,100%,66%,0.0,http://www.ufcstats.com/fighter-details/d538f13ab21d9633
Sodiq Yusuff,5.66,49%,4.51,53%,0.28,20%,62%,0.4,http://www.ufcstats.com/fighter-details/94426bb170c88115
Vince Cachero,3.29,45%,6.51,43%,0.00,0%,18%,0.5,http://www.ufcstats.com/fighter-details/ed2a8cc402173781
Eddie Mendez,1.71,33%,3.43,11%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/49e49b54e5901d0d
Marlon Vera,4.27,49%,5.37,50%,0.51,39%,72%,0.8,http://www.ufcstats.com/fighter-details/7c7332319c14094c
Kenneth Seegrist,3.21,66%,1.28,0%,0.00,0%,40%,14.4,http://www.ufcstats.com/fighter-details/55e94a9b525dcf45
Zach Skinner,0.53,50%,2.40,32%,5.00,27%,100%,1.0,http://www.ufcstats.com/fighter-details/c337c3c85b1871e0
Payton Talbott,6.73,55%,3.75,44%,0.32,33%,75%,0.3,http://www.ufcstats.com/fighter-details/6e743a33d56bdaa4
Jens Pulver,2.12,37%,3.13,56%,0.22,33%,63%,0.3,http://www.ufcstats.com/fighter-details/44260175069b6276
Yousri Belgaroui,4.43,60%,2.65,57%,0.00,0%,81%,0.0,http://www.ufcstats.com/fighter-details/7674b836ce0698a0
Troy Mandaloniz,3.52,56%,4.71,63%,3.10,66%,57%,0.0,http://www.ufcstats.com/fighter-details/725a834930c2b5bf
Chase Gibson,3.13,54%,6.40,52%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/09439946214993bc
Alexander Crispim,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/15dedd05f8bcb475
Willian Colorado,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/dfc7f0a2d91ad337
Ilima Macfarlane,4.13,43%,2.93,65%,0.00,0%,50%,1.0,http://www.ufcstats.com/fighter-details/8cf90e41646491fd
Mike Hayes,4.87,55%,1.47,77%,0.00,0%,75%,4.0,http://www.ufcstats.com/fighter-details/0cfbbfa0ba6d9855
Hyun Gyu Lim,4.45,41%,5.07,51%,0.23,100%,73%,0.2,http://www.ufcstats.com/fighter-details/203c957eac95dd87
Dhafir Harris,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/0e96af5220d27ed4
Maiju Kujala,2.50,40%,5.50,36%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/4e77d070239699e2
Chris Tickle,1.07,40%,1.13,43%,1.00,25%,20%,2.0,http://www.ufcstats.com/fighter-details/1d1b85389a05df69
Lisa Ellis,1.68,48%,2.32,57%,4.19,63%,50%,0.6,http://www.ufcstats.com/fighter-details/77350fd0e6d1dba8
AJ Fonseca,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/0adf1aacda5e26ac
Manon Fiorot,6.26,41%,3.77,68%,1.17,42%,93%,0.0,http://www.ufcstats.com/fighter-details/34ff304266360297
Kayla Harrison,4.87,64%,1.19,64%,2.75,30%,100%,0.7,http://www.ufcstats.com/fighter-details/1af1170ed937cba7
Zhang Mingyang,8.57,55%,5.59,53%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/8a65fd9ba31fd3f7
Marcin Prachnio,5.57,54%,3.24,54%,0.15,20%,53%,0.0,http://www.ufcstats.com/fighter-details/6370c1c1e12723d5
Maia Stevenson,1.57,54%,3.13,33%,3.91,100%,50%,0.0,http://www.ufcstats.com/fighter-details/2fee10d5cf86bfca
Bethe Correia,4.37,43%,4.93,56%,0.39,18%,85%,0.0,http://www.ufcstats.com/fighter-details/673ea7dcc786b1b3
Won Jin Eoh,3.74,44%,3.58,46%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/bc7cf284c1c2f16e
Billy Evangelista,4.51,40%,3.96,61%,1.60,19%,61%,0.2,http://www.ufcstats.com/fighter-details/9766ed20b68c7c33
Ed Herman,3.31,48%,3.71,42%,1.96,47%,59%,1.0,http://www.ufcstats.com/fighter-details/06f36cf4bd97ec77
Damir Ismagulov,3.36,42%,2.44,61%,1.00,28%,70%,0.0,http://www.ufcstats.com/fighter-details/135d124172a0bea3
Eduardo Garagorri,3.42,51%,2.36,58%,0.48,100%,61%,0.0,http://www.ufcstats.com/fighter-details/7bde387d50829adf
Jorge de Oliveira,1.26,31%,4.84,48%,0.00,0%,22%,0.0,http://www.ufcstats.com/fighter-details/ddf3e0ea10ea6d8c
Antonio Jones,7.50,55%,30.00,42%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/f1fd494586ab8d5f
Valerie Letourneau,4.51,37%,5.40,58%,0.77,45%,66%,0.3,http://www.ufcstats.com/fighter-details/46a2f24feb258ae0
Roman Zentsov,1.18,36%,0.53,70%,1.60,100%,33%,3.2,http://www.ufcstats.com/fighter-details/3144121470023e9a
Jordan Williams,5.83,50%,5.46,35%,1.11,50%,85%,0.0,http://www.ufcstats.com/fighter-details/e26bd53b751d61d9
YeDam Seo,1.07,27%,2.40,58%,0.50,20%,42%,0.0,http://www.ufcstats.com/fighter-details/762572d67204fadb
Larry Parker,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/c0231720fe516994
Saimon Oliveira,2.82,41%,3.91,48%,1.21,25%,35%,1.6,http://www.ufcstats.com/fighter-details/72ea1984c52019b5
Chad Corvin,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/1267b631db78665a
Raul Rosas Jr.,1.55,43%,1.43,51%,4.02,39%,0%,1.3,http://www.ufcstats.com/fighter-details/fe2babf95de24fb1
Robert Valentin,0.15,50%,6.16,19%,0.00,0%,66%,4.4,http://www.ufcstats.com/fighter-details/0cd0456d6029cec2
Ren Ozaki,1.20,35%,1.07,55%,0.00,0%,36%,0.0,http://www.ufcstats.com/fighter-details/8997ee20b6a43d76
Claudio Ribeiro,3.59,51%,4.90,30%,0.56,50%,66%,0.0,http://www.ufcstats.com/fighter-details/972c456ff38b2015
Daniel Jolly,1.32,46%,3.39,44%,2.83,33%,50%,0.0,http://www.ufcstats.com/fighter-details/eeabcd4dc6619129
Bill Mahood,1.54,85%,3.59,17%,0.00,0%,0%,3.9,http://www.ufcstats.com/fighter-details/ae58685caf8e4a0d
Caolan Loughran,5.64,43%,5.62,54%,2.00,26%,100%,0.0,http://www.ufcstats.com/fighter-details/42ac4020cba261ad
Mike Richman,4.06,44%,3.49,43%,0.00,0%,76%,0.0,http://www.ufcstats.com/fighter-details/d6a740cf6e898e27
Christian Morecraft,2.82,34%,2.46,46%,3.26,66%,50%,2.2,http://www.ufcstats.com/fighter-details/80779d7441af1b52
Seth Dikun,1.45,26%,2.18,55%,0.00,0%,45%,0.9,http://www.ufcstats.com/fighter-details/eb42d4febfafefd1
Frank Gomez,1.52,48%,0.79,66%,1.14,60%,70%,0.8,http://www.ufcstats.com/fighter-details/a0a680fe2f6cc8e6
Saygid Izagakhmaev,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/de26d906f2874dd4
Mark Coleman,1.88,52%,2.62,40%,3.89,40%,50%,0.8,http://www.ufcstats.com/fighter-details/21b8a0f5c231096f
Tommy Hayden,1.48,27%,2.05,55%,3.42,33%,66%,0.0,http://www.ufcstats.com/fighter-details/0871254cd790c250
Yusup Saadulaev,0.57,45%,0.96,66%,5.73,60%,0%,1.0,http://www.ufcstats.com/fighter-details/b1669a810fae4220
Justin Ledet,3.35,39%,4.82,49%,0.23,50%,42%,0.2,http://www.ufcstats.com/fighter-details/ba1e6cb3d43f7430
Greg Soto,3.21,63%,2.61,52%,1.49,27%,44%,1.0,http://www.ufcstats.com/fighter-details/9c669abd35b2522f
Joe Solecki,1.97,53%,1.85,50%,2.06,48%,14%,1.4,http://www.ufcstats.com/fighter-details/af65aa688d13eedf
Deron Winn,4.55,44%,6.21,46%,4.28,52%,40%,0.0,http://www.ufcstats.com/fighter-details/483a953b18d73bb3
Felipe Lima,3.50,45%,2.32,72%,1.71,42%,83%,1.1,http://www.ufcstats.com/fighter-details/9256f591b30c073e
Nick Bustamante,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/51b1ca2a4b064101
Urijah Faber,2.65,40%,2.59,64%,1.54,30%,58%,0.8,http://www.ufcstats.com/fighter-details/78114b7199cef90c
Justin Jaynes,3.34,44%,5.33,62%,0.75,40%,20%,1.1,http://www.ufcstats.com/fighter-details/304a21d0595e1a08
Mark Eddiva,3.37,45%,2.98,54%,1.45,22%,63%,0.0,http://www.ufcstats.com/fighter-details/40ff198adda94b9f
Ray Sloan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/a2d1d3d144fed708
SeungWoo Choi,3.51,39%,3.12,47%,0.86,54%,70%,0.0,http://www.ufcstats.com/fighter-details/a68575214ecad140
Marloes Coenen,2.15,51%,1.90,67%,0.82,30%,41%,2.5,http://www.ufcstats.com/fighter-details/0b77a05bcbd2de74
Diana Belbita,6.54,42%,6.55,51%,0.91,62%,65%,0.0,http://www.ufcstats.com/fighter-details/d7e40dca3ae125be
Asu Almabayev,2.11,56%,1.02,59%,5.08,50%,50%,1.7,http://www.ufcstats.com/fighter-details/8d3273573b85be09
Luiz Cane,4.79,41%,5.00,60%,0.56,28%,100%,0.3,http://www.ufcstats.com/fighter-details/24b033b3daf1c9df
Willie Parks,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/86ad0ae839331bd7
Ben Wall,1.47,29%,8.53,29%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/1ad381c8994c4e5b
Brad Blackburn,4.55,35%,3.59,65%,0.93,50%,76%,0.7,http://www.ufcstats.com/fighter-details/7e69a4b0961aa555
Ketlen Souza,5.11,66%,3.49,56%,0.76,50%,62%,0.8,http://www.ufcstats.com/fighter-details/8bd4200561c77a62
Sione Latu,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5898357a45a73674
Brian Lo-A-Njoe,3.87,42%,0.00,0%,0.00,0%,66%,0.0,http://www.ufcstats.com/fighter-details/7abce81b72fbbd9b
Tim Means,5.04,49%,3.65,60%,1.14,40%,64%,0.2,http://www.ufcstats.com/fighter-details/4b47e71384a9522f
Nick Piedmont,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/df7d386a54e07446
Pat Healy,2.57,36%,2.57,50%,3.08,37%,55%,1.1,http://www.ufcstats.com/fighter-details/50d2f0018bcf9eef
Tiago dos Santos e Silva,3.69,35%,4.23,59%,0.63,11%,33%,0.3,http://www.ufcstats.com/fighter-details/8ce87f7e3a9baed2
Danny Castillo,2.57,42%,1.96,62%,2.95,38%,63%,0.2,http://www.ufcstats.com/fighter-details/d1e7fc58d4225cdf
Andy Ologun,2.36,57%,0.32,85%,0.68,100%,80%,0.0,http://www.ufcstats.com/fighter-details/e96d8538d3f9d0ed
Joe Duarte,2.27,38%,4.00,53%,3.00,50%,69%,1.0,http://www.ufcstats.com/fighter-details/454c3e9d4cd4a1b3
Naoyuki Kotani,1.02,31%,2.89,50%,0.83,16%,46%,0.8,http://www.ufcstats.com/fighter-details/bc8f6b42767e28df
Yizha,2.80,44%,2.83,47%,3.54,30%,54%,1.1,http://www.ufcstats.com/fighter-details/3f11fd1751fa83b1
Evan Elder,5.02,49%,4.79,57%,0.63,20%,33%,0.6,http://www.ufcstats.com/fighter-details/d9a56ecb6e94f02e
Ji Yeon Kim,5.37,36%,5.41,56%,0.00,0%,50%,0.1,http://www.ufcstats.com/fighter-details/a20f234df70f2182
David Hood,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5af480a3b2e1726b
Bo Cantrell,3.16,16%,12.63,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/6750e338922a099d
Trevin Giles,3.17,54%,2.39,58%,1.07,50%,72%,0.3,http://www.ufcstats.com/fighter-details/b27a1fcb56a3035a
Chris Hawk,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/9460c867aae1987e
So Yul Kim,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/864c07a7ff90caae
Ryan Quinn,2.31,41%,1.67,48%,0.00,0%,0%,1.9,http://www.ufcstats.com/fighter-details/cc23ed51619421a3
Matt Pedro,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/f354c50b8d63d9b3
Chad W. Saunders,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4fe9492959834bf7
Billy Giovanella,1.27,40%,2.02,52%,0.87,12%,100%,1.7,http://www.ufcstats.com/fighter-details/c1ea31a904fe08a9
Abner Lloveras,6.27,49%,6.87,43%,2.00,20%,0%,0.0,http://www.ufcstats.com/fighter-details/6448e57a9533b7e4
Kaitlin Young,2.83,26%,6.33,51%,2.50,100%,0%,0.0,http://www.ufcstats.com/fighter-details/79ff6545b0abc685
Erisson Ferreira,1.75,32%,2.75,56%,1.11,100%,66%,1.7,http://www.ufcstats.com/fighter-details/1c2a8915f8431507
Mikhail Iloukhine,0.16,20%,2.95,26%,0.00,0%,0%,7.0,http://www.ufcstats.com/fighter-details/b71667c778b6d9e5
Casey Huffman,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/737d93a42b8c2e94
Doug Evans,1.79,35%,2.55,55%,3.19,83%,69%,0.6,http://www.ufcstats.com/fighter-details/d3de4a24f7eefac8
Tokitaka Nakanishi,1.10,44%,1.57,45%,3.00,37%,0%,0.0,http://www.ufcstats.com/fighter-details/eb9446a4f44e19cf
Chris Manuel,2.53,40%,2.67,66%,1.00,20%,100%,0.0,http://www.ufcstats.com/fighter-details/a23e63184c65f5b8
Oron Kahlon,0.85,37%,4.93,36%,0.00,0%,40%,0.0,http://www.ufcstats.com/fighter-details/00a35c92b03992b0
BJ Penn,2.76,48%,3.20,56%,1.19,55%,74%,0.5,http://www.ufcstats.com/fighter-details/73c7cfa551289285
Max Griffin,3.75,48%,3.66,58%,1.37,40%,69%,0.3,http://www.ufcstats.com/fighter-details/b0d6a1d8ac3d563d
Takeya Mizugaki,3.37,37%,3.27,57%,1.46,57%,70%,0.1,http://www.ufcstats.com/fighter-details/48e093ea1f43a053
Stanislav Nedkov,3.33,43%,5.39,43%,2.77,41%,0%,0.0,http://www.ufcstats.com/fighter-details/1d4bbaabd8b60173
Anthony Perosh,2.27,43%,3.77,53%,2.03,22%,33%,1.1,http://www.ufcstats.com/fighter-details/4b4753d19489297f
Sam Fulton,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/1f5f75658551f2d3
Niklas Stolze,2.12,48%,2.25,49%,0.66,100%,55%,0.7,http://www.ufcstats.com/fighter-details/62f7097c04311193
Chad Laprise,4.78,42%,3.59,65%,1.05,54%,78%,0.0,http://www.ufcstats.com/fighter-details/c03a5022f8439f2a
Don Carlo-Clauss,1.44,30%,7.68,43%,0.00,0%,66%,0.0,http://www.ufcstats.com/fighter-details/f59a6de8a5dfe297
Rick Roufus,0.53,33%,1.06,33%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/872b018076f831b0
Sergey Ignatov,0.35,50%,3.25,42%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/df9e9c1f65805d29
Kyung Ho Kang,3.13,47%,3.32,54%,1.97,50%,68%,0.8,http://www.ufcstats.com/fighter-details/a7897d200692ab64
Ramsey Nijem,3.05,44%,1.62,62%,5.32,62%,55%,1.1,http://www.ufcstats.com/fighter-details/22aa91e402d0fe1f
Ben Alloway,1.28,49%,1.90,59%,0.62,50%,26%,0.0,http://www.ufcstats.com/fighter-details/c4fe2e9a06ea5bcb
Warlley Alves,3.04,48%,3.95,50%,1.22,50%,62%,0.8,http://www.ufcstats.com/fighter-details/d317a5e2b3f88c5f
Tomasz Drwal,3.29,38%,2.26,57%,3.55,60%,82%,0.4,http://www.ufcstats.com/fighter-details/679a9054e2815943
Cyrillo Padilha,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/856c4d2668a875f9
Leonardo Santos,2.82,46%,3.40,54%,0.88,25%,86%,0.2,http://www.ufcstats.com/fighter-details/9c65736747ca92ec
David Levicki,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/49590e0508b2c19f
Ricardo Ramos,3.03,36%,3.85,55%,2.77,61%,72%,0.8,http://www.ufcstats.com/fighter-details/1ae8f3c723aacff4
Ryan Jimmo,3.12,66%,2.77,46%,0.45,28%,87%,0.0,http://www.ufcstats.com/fighter-details/bc3ec52ef70fc155
Khusein Askhabov,2.00,26%,4.13,56%,0.00,0%,66%,0.0,http://www.ufcstats.com/fighter-details/5c10da56d712ac9c
Steve Kennedy,2.28,35%,5.52,45%,2.51,33%,0%,0.0,http://www.ufcstats.com/fighter-details/185fb0200a4605e6
Andrei Arlovski,3.82,45%,3.22,57%,0.37,35%,76%,0.2,http://www.ufcstats.com/fighter-details/3738e68d2261e60f
Keith Hackney,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/bf12aca029bfcc47
Steve Montgomery,4.85,39%,4.12,47%,0.00,0%,64%,0.0,http://www.ufcstats.com/fighter-details/6e92eb1242b46636
Shonte Barnes,2.32,38%,1.55,67%,0.00,0%,60%,0.0,http://www.ufcstats.com/fighter-details/e575b6ff678c1aca
Shana Dobson,3.34,37%,5.20,50%,0.84,50%,14%,0.0,http://www.ufcstats.com/fighter-details/122ac9b816d8b71c
Greg Hardy,4.79,50%,3.31,55%,0.20,33%,64%,0.0,http://www.ufcstats.com/fighter-details/85073dbd1be65ed9
Isaiah Hill,4.84,50%,0.97,80%,0.00,0%,66%,14.5,http://www.ufcstats.com/fighter-details/86b30a86664cb6e4
Nick Barnes,2.86,29%,8.93,51%,5.36,100%,100%,5.4,http://www.ufcstats.com/fighter-details/78a5eea49638685d
