first_name,last_name,height_cm,weight_pounds,reach_cm,stance,date_of_birth,f_wins,f_losses,f_draws,f_dc_nc,fighter_url
Darryl,Cobb,175.26,185,NULL,NULL,1980-08-04,6,8,0,NULL,http://www.ufcstats.com/fighter-details/dc6d8256ee3dfba5
Ricky,Calatayud,175.26,125,NULL,NULL,1982-10-10,16,2,0,NULL,http://www.ufcstats.com/fighter-details/800feaa25700a85f
Carlos,Candelario,172.72,125,172.72,Southpaw,1991-06-04,8,3,0,NULL,http://www.ufcstats.com/fighter-details/760a55d5b6098cbe
Abdul-Kerim,Edilov,187.96,205,NULL,Orthodox,1991-11-25,17,4,0,NULL,http://www.ufcstats.com/fighter-details/37e03538c960bac6
Rafael,Anjos,172.72,170,177.8,Southpaw,1984-10-26,32,17,0,NULL,http://www.ufcstats.com/fighter-details/6a2f7c151031653d
Jafel,Filho,170.18,125,172.72,Orthodox,1993-05-05,16,3,0,NULL,http://www.ufcstats.com/fighter-details/65adf3856c4d9256
HanSeul,Kim,185.42,170,185.42,Southpaw,1990-06-19,13,6,0,NULL,http://www.ufcstats.com/fighter-details/2bc47c7cc6c05bd7
Levan,Makashvili,172.72,145,172.72,Orthodox,1989-01-07,15,2,1,NULL,http://www.ufcstats.com/fighter-details/938ad489fb7a1f31
Daniel,Omielanczuk,182.88,247,187.96,Southpaw,1982-08-31,19,8,1,1,http://www.ufcstats.com/fighter-details/470fedbc8563ac47
Marcus,McGhee,172.72,135,175.26,Orthodox,1990-05-07,10,1,0,NULL,http://www.ufcstats.com/fighter-details/c0ac37a4a1133da9
Russell,Patrick,175.26,145,NULL,NULL,NULL,6,4,0,NULL,http://www.ufcstats.com/fighter-details/eafedba0617ced81
Kyle,Driscoll,180.34,145,187.96,Orthodox,1994-09-23,12,3,0,NULL,http://www.ufcstats.com/fighter-details/e5e148d4363deff8
Sean,Brady,177.8,170,182.88,Orthodox,1992-11-23,17,1,0,NULL,http://www.ufcstats.com/fighter-details/45f7cb591c3ab00b
Derrick,Noble,175.26,170,NULL,Southpaw,1978-08-14,27,15,1,NULL,http://www.ufcstats.com/fighter-details/21321cdfba797c52
Frederick,Brown,182.88,235,NULL,NULL,NULL,3,2,0,NULL,http://www.ufcstats.com/fighter-details/880c6b788266a3ef
Jonny,Carson,177.8,155,NULL,NULL,NULL,11,7,0,NULL,http://www.ufcstats.com/fighter-details/0d49ddc07bd8c747
Nikolajus,Cilkinas,NULL,NULL,NULL,Orthodox,NULL,2,6,0,NULL,http://www.ufcstats.com/fighter-details/3f3550bf126a5721
Josh,Culibao,177.8,145,185.42,Orthodox,1994-05-24,11,4,1,NULL,http://www.ufcstats.com/fighter-details/6751eacd16bd59bc
Ken,Kaneko,182.88,161,NULL,Orthodox,NULL,0,3,0,NULL,http://www.ufcstats.com/fighter-details/5345f86680378fc1
Bobby,McAndrews,NULL,NULL,NULL,Orthodox,NULL,1,3,0,NULL,http://www.ufcstats.com/fighter-details/ef6f45095119d416
Junior,Tafa,190.5,240,190.5,Orthodox,1996-09-21,6,3,0,NULL,http://www.ufcstats.com/fighter-details/c15fa95b9a12fde4
Manuel,Gaxhja,172.72,155,NULL,Switch,1997-07-23,7,0,0,NULL,http://www.ufcstats.com/fighter-details/618643d0d5c0631d
Atsushi,Yamamoto,167.64000000000001,139,NULL,Orthodox,1980-10-02,19,11,3,NULL,http://www.ufcstats.com/fighter-details/351264d11286d09a
Makwan,Amirkhani,177.8,145,182.88,Southpaw,1988-11-08,17,9,0,NULL,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf
Larry,Cureton,187.96,240,NULL,Orthodox,NULL,0,2,0,NULL,http://www.ufcstats.com/fighter-details/46f11d15c0134fe3
Elias,Silverio,180.34,155,185.42,Orthodox,1986-09-22,13,3,0,NULL,http://www.ufcstats.com/fighter-details/52ba464d9068d871
Igor,Cavalcanti,180.34,170,200.66,Orthodox,1997-10-10,9,1,0,NULL,http://www.ufcstats.com/fighter-details/9c3de7f8966326de
Salvador,Becerra,175.26,155,NULL,NULL,NULL,5,2,0,NULL,http://www.ufcstats.com/fighter-details/4fd76e7ba8313457
Andre,Mussi,190.5,242,NULL,Orthodox,NULL,11,5,0,NULL,http://www.ufcstats.com/fighter-details/d0d43cb9b14f231c
Jared,Gordon,175.26,155,172.72,Orthodox,1988-09-06,20,7,0,1,http://www.ufcstats.com/fighter-details/7026eca45f65377b
Don,Frye,185.42,219,NULL,Orthodox,1965-11-23,20,9,1,1,http://www.ufcstats.com/fighter-details/271fe91f4ba9d2c5
Kalindra,Faria,170.18,125,NULL,Switch,1986-07-23,18,8,1,NULL,http://www.ufcstats.com/fighter-details/27b164b0d1833df0
Edward,Faaloloto,NULL,155,177.8,Orthodox,1984-07-15,2,5,0,NULL,http://www.ufcstats.com/fighter-details/6224e8d0a34264eb
Sergei,Pavlovich,190.5,257,213.36,Southpaw,1992-05-13,19,3,0,NULL,http://www.ufcstats.com/fighter-details/f14cf73e51b29254
Nicolas,Dalby,180.34,170,187.96,Orthodox,1984-11-16,23,5,1,2,http://www.ufcstats.com/fighter-details/9d19d9e4aa2662e8
Chase,Waldon,185.42,185,190.5,Orthodox,1986-09-19,11,2,0,NULL,http://www.ufcstats.com/fighter-details/aeb6c57b9bd8bc3a
Josh,Epps,NULL,130,NULL,NULL,1986-08-23,6,7,0,NULL,http://www.ufcstats.com/fighter-details/984b0c4c6e773a1c
Michael,McDonald,175.26,135,177.8,Orthodox,1991-01-15,17,4,0,NULL,http://www.ufcstats.com/fighter-details/d0314416a7f26527
Katsuhiko,Nagata,170.18,154,NULL,Southpaw,1973-10-31,6,7,3,NULL,http://www.ufcstats.com/fighter-details/d5ae8074631762fc
Justin,Pennington,162.56,NULL,NULL,NULL,NULL,3,3,0,NULL,http://www.ufcstats.com/fighter-details/0699c4b2a7c3c76f
Hayder,Hassan,177.8,170,NULL,NULL,1982-10-20,6,3,0,NULL,http://www.ufcstats.com/fighter-details/cf615eb4b7862c76
Ian,Freeman,180.34,225,NULL,Orthodox,1966-11-10,20,7,1,NULL,http://www.ufcstats.com/fighter-details/b4bc2e3353a770b5
Miranda,Maverick,160.02,125,165.1,Southpaw,1997-07-01,17,5,0,NULL,http://www.ufcstats.com/fighter-details/f29a6350c69f4a33
Rodrigo,Ruas,177.8,185,NULL,Orthodox,1977-10-06,4,5,1,1,http://www.ufcstats.com/fighter-details/94070f6544c4b2a5
Scott,Adams,182.88,225,NULL,Southpaw,NULL,8,1,0,NULL,http://www.ufcstats.com/fighter-details/2620f3eb21c79614
Treston,Thomison,172.72,145,NULL,NULL,NULL,10,6,0,NULL,http://www.ufcstats.com/fighter-details/ed5f04f833459877
Yuhi,Sano,180.34,243,NULL,Orthodox,1965-02-02,0,4,0,NULL,http://www.ufcstats.com/fighter-details/4c12aa7ca246e7a4
Kiyoshi,Tamura,180.34,185,NULL,Southpaw,1969-12-17,32,13,3,NULL,http://www.ufcstats.com/fighter-details/30e8b4505f5ccf92
Abel,Trujillo,172.72,155,177.8,Orthodox,1983-09-18,15,8,0,1,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653
Nam,Phan,167.64000000000001,135,177.8,Orthodox,1983-03-13,21,17,0,NULL,http://www.ufcstats.com/fighter-details/80dbeb1dd5b53e64
Dorian,Ramos,172.72,145,177.8,Orthodox,1993-12-31,8,3,0,NULL,http://www.ufcstats.com/fighter-details/fa4dcb2c8de482ee
Heath,Herring,193.04,250,198.12,Orthodox,1978-03-02,28,16,0,1,http://www.ufcstats.com/fighter-details/7450525c7ba032a0
Chad,Leonhardt,182.88,170,NULL,NULL,1980-02-19,9,4,0,NULL,http://www.ufcstats.com/fighter-details/657d0ed181f04215
Sean,O'Malley,180.34,135,182.88,Switch,1994-10-24,18,2,0,1,http://www.ufcstats.com/fighter-details/b50a426a33da0012
Tamires,Vidal,167.64000000000001,135,172.72,Orthodox,1998-07-27,7,4,0,NULL,http://www.ufcstats.com/fighter-details/4f3064faf17aa711
Ruel,Panales,165.1,125,170.18,Southpaw,1996-12-07,6,2,0,1,http://www.ufcstats.com/fighter-details/2742f028399bf8c7
Uriah,Hall,182.88,185,200.66,Orthodox,1984-07-31,18,11,0,NULL,http://www.ufcstats.com/fighter-details/65578a75fa7900e3
Allan,Nascimento,172.72,125,175.26,Orthodox,1991-09-11,20,6,0,NULL,http://www.ufcstats.com/fighter-details/253076a23d03dcd0
Sam,Stout,175.26,155,177.8,Orthodox,1984-04-23,20,12,1,NULL,http://www.ufcstats.com/fighter-details/501b07aec9b8fc2d
Daniel,Zellhuber,185.42,155,195.58,Switch,1999-07-07,15,2,0,NULL,http://www.ufcstats.com/fighter-details/4148802ae4a50768
Roman,Kopylov,182.88,185,190.5,Southpaw,1991-05-04,14,3,0,NULL,http://www.ufcstats.com/fighter-details/9d83f6da776ff7d6
Cale,Yarbrough,185.42,185,NULL,Orthodox,1986-12-27,8,3,0,NULL,http://www.ufcstats.com/fighter-details/a0b91014e9d16a76
Tokimitsu,Ishizawa,182.88,185,NULL,Orthodox,1968-08-05,1,5,1,NULL,http://www.ufcstats.com/fighter-details/f3155a94ca420126
Andrew,Montanez,NULL,185,NULL,NULL,NULL,9,12,1,NULL,http://www.ufcstats.com/fighter-details/72c9c2eadfc3277e
Amir,Rahnavardi,182.88,205,NULL,Orthodox,1974-12-07,11,10,0,NULL,http://www.ufcstats.com/fighter-details/bc7f7f0ba3db74d2
Danny,Chavez,172.72,145,170.18,Orthodox,1987-03-14,11,5,1,NULL,http://www.ufcstats.com/fighter-details/0de720c0f1d4ab9c
Ho,Myeon,180.34,168,NULL,Orthodox,NULL,13,5,1,NULL,http://www.ufcstats.com/fighter-details/2719f300b0439039
Abram,Torres,177.8,170,NULL,NULL,1982-10-29,4,3,0,NULL,http://www.ufcstats.com/fighter-details/e175a261a280f7cb
Danny,Roberts,185.42,170,187.96,Southpaw,1987-07-14,18,8,0,NULL,http://www.ufcstats.com/fighter-details/a6cba6bb66c1a8c9
Victor,Reyna,180.34,170,187.96,Southpaw,1986-08-05,11,5,0,1,http://www.ufcstats.com/fighter-details/e9bbcc6530e4cbe6
Craig,White,187.96,170,193.04,Orthodox,1990-07-01,14,9,0,NULL,http://www.ufcstats.com/fighter-details/3dd949593346dbc3
Jorge,Gurgel,170.18,155,175.26,Orthodox,1977-01-25,14,10,0,NULL,http://www.ufcstats.com/fighter-details/04d5718ed2661e8c
Krzysztof,Soszynski,185.42,205,195.58,Open Stance,1977-08-02,26,12,1,NULL,http://www.ufcstats.com/fighter-details/59583ff832fe9d68
Luiz,Firmino,167.64000000000001,154,NULL,Orthodox,1982-03-18,19,8,0,NULL,http://www.ufcstats.com/fighter-details/16d09e800ad7ec79
Nate,Mohr,175.26,155,182.88,Orthodox,1983-03-03,9,7,0,NULL,http://www.ufcstats.com/fighter-details/04c15b52c3cc1cab
Dave,Zitanick,NULL,170,NULL,NULL,1980-03-05,5,7,0,1,http://www.ufcstats.com/fighter-details/be124bdd60fab7d5
Matt,Brown,182.88,170,190.5,Orthodox,1981-01-10,26,19,0,NULL,http://www.ufcstats.com/fighter-details/31123249b0bbf52e
Josh,Pulsifer,177.8,145,NULL,NULL,1983-03-16,17,8,0,NULL,http://www.ufcstats.com/fighter-details/16867810070dc520
Kevin,Burns,177.8,170,187.96,Orthodox,1980-03-03,12,7,0,NULL,http://www.ufcstats.com/fighter-details/a6d8bfe9e0c8153b
Misha,Cirkunov,190.5,205,195.58,Orthodox,1987-02-27,15,9,0,NULL,http://www.ufcstats.com/fighter-details/67f272324a030d00
Isis,Verbeek,162.56,115,162.56,Orthodox,1995-01-12,5,2,0,NULL,http://www.ufcstats.com/fighter-details/d6f58b8cd1a6ff52
Kenny,Giddens,180.34,155,NULL,NULL,NULL,12,7,0,NULL,http://www.ufcstats.com/fighter-details/db8b800176d26f6e
Turrell,Galloway,160.02,145,NULL,NULL,NULL,8,6,0,NULL,http://www.ufcstats.com/fighter-details/7e654edcddd71550
Guto,Inocente,190.5,205,NULL,Orthodox,1986-05-29,7,4,0,NULL,http://www.ufcstats.com/fighter-details/e7fe5315b1efeb92
Chad,Hanekom,193.04,185,187.96,Orthodox,1990-04-20,9,3,0,NULL,http://www.ufcstats.com/fighter-details/98533a2738124a0d
Tom,Nolan,190.5,155,185.42,Southpaw,2000-03-08,9,1,0,NULL,http://www.ufcstats.com/fighter-details/6c3b2525436cf5d4
Stephanie,Frausto,157.48000000000002,115,154.94,Orthodox,1990-09-20,8,7,0,NULL,http://www.ufcstats.com/fighter-details/fee02819a271c050
Mike,Altman,177.8,185,NULL,Orthodox,NULL,1,4,0,NULL,http://www.ufcstats.com/fighter-details/c11036da9162cb5f
Julio,Arce,170.18,145,177.8,Southpaw,1989-10-27,19,6,0,NULL,http://www.ufcstats.com/fighter-details/1291edf2d566a71a
Cesar,Gracie,177.8,181,NULL,Orthodox,NULL,0,1,0,NULL,http://www.ufcstats.com/fighter-details/079488710f012779
Matthew,Semelsberger,185.42,170,190.5,Switch,1992-11-23,11,8,0,NULL,http://www.ufcstats.com/fighter-details/4aa58269d0664b5b
Stephen,Bass,175.26,145,NULL,Orthodox,1982-11-14,11,2,0,NULL,http://www.ufcstats.com/fighter-details/1cecc8fe6748a532
Jonatas,Novaes,180.34,170,NULL,NULL,1981-03-02,13,5,0,NULL,http://www.ufcstats.com/fighter-details/9e8e5c529057fe60
Chatt,Lavender,172.72,170,NULL,NULL,1976-05-24,9,7,0,NULL,http://www.ufcstats.com/fighter-details/5449dcccd972ff83
Levi,Avera,185.42,170,NULL,NULL,1982-05-17,18,15,0,NULL,http://www.ufcstats.com/fighter-details/ba5c6eeb8ef45f5c
Robbie,Ring,175.26,145,172.72,Orthodox,2000-07-14,6,1,0,NULL,http://www.ufcstats.com/fighter-details/fa9746fa5d23c202
Xiao,Long,172.72,135,177.8,Orthodox,1998-04-13,27,9,0,NULL,http://www.ufcstats.com/fighter-details/86bace9e4ad85542
Jason,Reinhardt,167.64000000000001,135,NULL,Orthodox,1969-10-31,20,3,0,NULL,http://www.ufcstats.com/fighter-details/02500fb9fd79a974
Estefani,Almeida,162.56,125,NULL,Orthodox,1988-10-17,7,3,0,NULL,http://www.ufcstats.com/fighter-details/f16ddfa31236efed
Randy,Brown,190.5,170,198.12,Orthodox,1990-07-08,19,6,0,NULL,http://www.ufcstats.com/fighter-details/c6aee362c7a7d482
Pedro,Munhoz,167.64000000000001,135,165.1,Orthodox,1986-09-07,20,10,0,2,http://www.ufcstats.com/fighter-details/6bd02119599741a4
Andreas,Michailidis,182.88,170,193.04,Orthodox,1988-07-18,13,6,0,NULL,http://www.ufcstats.com/fighter-details/79325a3c1a5c3bf4
Ryan,Healy,185.42,155,NULL,Orthodox,1983-07-20,25,14,1,NULL,http://www.ufcstats.com/fighter-details/f3eb664db7fb1df3
John,Hosman,177.8,135,NULL,Southpaw,1980-11-13,18,8,1,NULL,http://www.ufcstats.com/fighter-details/57591bbf1623574e
Homer,Moore,177.8,205,NULL,Orthodox,1971-11-27,26,9,2,NULL,http://www.ufcstats.com/fighter-details/e56df3c1d8b4b1cc
Cathal,Pendred,185.42,170,190.5,Orthodox,1987-09-02,17,4,1,NULL,http://www.ufcstats.com/fighter-details/99c7610aa74995d3
Matt,Ramirez,165.1,125,NULL,NULL,NULL,2,3,0,NULL,http://www.ufcstats.com/fighter-details/96c05ba5ab9eccaf
Brad,Tavares,185.42,185,187.96,Orthodox,1987-12-21,20,11,0,NULL,http://www.ufcstats.com/fighter-details/0c6d9ea8306c029e
Dashawn,Boatwright,182.88,205,NULL,Orthodox,1988-02-29,3,1,0,NULL,http://www.ufcstats.com/fighter-details/046a85108610c0d2
James,Gray,175.26,135,NULL,Orthodox,1987-10-25,4,1,0,NULL,http://www.ufcstats.com/fighter-details/2db65fc038c0018e
Nate,Landwehr,175.26,145,182.88,Orthodox,1988-06-06,18,6,0,NULL,http://www.ufcstats.com/fighter-details/583ee11abddfc581
Hu,Yaozong,190.5,185,182.88,Orthodox,1995-04-07,3,3,0,NULL,http://www.ufcstats.com/fighter-details/f1175ea3aafbf351
Gilbert,Rael,172.72,155,NULL,NULL,NULL,1,3,0,NULL,http://www.ufcstats.com/fighter-details/6cc25d19a891f435
Fernando,Padilla,185.42,145,193.04,Orthodox,1996-12-15,16,6,0,NULL,http://www.ufcstats.com/fighter-details/d2f43cfaf8ca3560
Greg,Wilson,NULL,155,NULL,NULL,1988-10-02,2,3,0,NULL,http://www.ufcstats.com/fighter-details/9cc84087ee768342
KyuSung,Kim,180.34,125,175.26,Orthodox,1992-11-05,12,6,0,NULL,http://www.ufcstats.com/fighter-details/e7ecfab8fd86d3e1
Gegard,Mousasi,187.96,185,193.04,Orthodox,1985-08-01,42,6,2,NULL,http://www.ufcstats.com/fighter-details/232c582f29f8f65e
Kazushi,Sakuraba,182.88,185,NULL,Southpaw,1969-07-14,26,17,1,2,http://www.ufcstats.com/fighter-details/9b5b5a75523728f3
Eric,Shelton,167.64000000000001,125,172.72,Orthodox,1991-02-02,12,6,0,NULL,http://www.ufcstats.com/fighter-details/a0c64f272b65d441
Hiroyuki,Abe,167.64000000000001,145,NULL,Orthodox,NULL,8,15,3,1,http://www.ufcstats.com/fighter-details/c0ed7b208197e8de
Dongi,Yang,177.8,185,185.42,Southpaw,1984-12-07,13,3,0,NULL,http://www.ufcstats.com/fighter-details/aed06011bf62237b
Sam,Patterson,190.5,170,198.12,Orthodox,1996-04-30,12,2,1,NULL,http://www.ufcstats.com/fighter-details/8b6e5dc2ba1edbe7
Sergio,Moraes,182.88,170,182.88,Orthodox,1982-07-23,14,6,1,NULL,http://www.ufcstats.com/fighter-details/1bcaac2d99b90fce
Nick,Newell,177.8,155,NULL,Southpaw,1986-03-17,14,2,0,NULL,http://www.ufcstats.com/fighter-details/f562238becb9ec50
Pete,Spratt,175.26,170,NULL,Orthodox,1971-01-09,25,23,0,NULL,http://www.ufcstats.com/fighter-details/c3ea8deeba00462b
Henrique,Silva,190.5,205,193.04,Orthodox,1989-09-01,14,5,0,NULL,http://www.ufcstats.com/fighter-details/b0bd0c5425668b8f
Sasha,Palatnikov,185.42,170,182.88,Switch,1989-03-15,6,4,0,NULL,http://www.ufcstats.com/fighter-details/a6c20202c701e5ca
Vanilto,Antunes,182.88,170,182.88,Orthodox,1994-12-28,16,7,0,NULL,http://www.ufcstats.com/fighter-details/cc49ada1ea955b13
John,Adajar,175.26,170,190.5,Orthodox,1991-06-22,6,2,0,NULL,http://www.ufcstats.com/fighter-details/989b85f6540c86b1
Billy,Elekana,190.5,205,195.58,Southpaw,1995-05-28,7,2,0,NULL,http://www.ufcstats.com/fighter-details/07a74004d964c7f4
Sean,Gauci,165.1,125,162.56,Switch,1996-10-07,10,1,0,NULL,http://www.ufcstats.com/fighter-details/d758f272d94f5866
Ben,Sosoli,182.88,265,182.88,Southpaw,1989-12-10,7,3,0,2,http://www.ufcstats.com/fighter-details/326f94d6cfb1bf25
Doug,Kay,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,http://www.ufcstats.com/fighter-details/547c5611bd366988
Dan,Charles,187.96,228,NULL,NULL,1985-09-24,10,6,1,NULL,http://www.ufcstats.com/fighter-details/32a4f1235f0dad73
Darrius,Flowers,175.26,155,180.34,Orthodox,1994-08-25,12,8,1,NULL,http://www.ufcstats.com/fighter-details/65db4065e2bc107d
Harry,Moskowitz,195.57999999999998,275,NULL,Orthodox,NULL,6,12,0,NULL,http://www.ufcstats.com/fighter-details/4dc496aa0cfc0d95
Felipe,Silva,182.88,155,195.58,Orthodox,1984-05-08,8,2,0,NULL,http://www.ufcstats.com/fighter-details/1b38a2b897f6209c
Megumi,Fujii,160.02,113,NULL,NULL,1974-04-26,26,3,0,NULL,http://www.ufcstats.com/fighter-details/fb6c531726447ff3
Johil,Oliveira,167.64000000000001,170,NULL,Orthodox,NULL,17,15,1,1,http://www.ufcstats.com/fighter-details/f9aa6376ae16bfb4
Emmanuel,Sanchez,175.26,145,180.34,NULL,1990-08-11,15,3,0,NULL,http://www.ufcstats.com/fighter-details/243a336eaa2d2eb4
Alan,Jouban,182.88,170,185.42,Southpaw,1981-11-25,17,7,0,NULL,http://www.ufcstats.com/fighter-details/cf65d56b0755ed3b
Darren,Till,182.88,185,187.96,Southpaw,1992-12-24,18,5,1,NULL,http://www.ufcstats.com/fighter-details/9ce6d5a03af801b7
Reuben,Duran,170.18,135,180.34,Orthodox,1983-07-02,11,7,1,NULL,http://www.ufcstats.com/fighter-details/4417980b3e798abf
Nathan,Jones,210.82,345,NULL,Orthodox,1970-08-21,0,1,0,NULL,http://www.ufcstats.com/fighter-details/f54fb3b9c4228142
Hector,Aldana,180.34,170,182.88,Orthodox,1988-08-17,4,3,0,NULL,http://www.ufcstats.com/fighter-details/c487223b0289bda9
Claudia,Gadelha,162.56,115,160.02,Orthodox,1988-12-07,18,5,0,NULL,http://www.ufcstats.com/fighter-details/ec34349e7dffcde7
Sean,Soriano,175.26,145,177.8,Orthodox,1989-10-06,14,8,0,NULL,http://www.ufcstats.com/fighter-details/bd5403efbaa445c0
Amiran,Gogoladze,185.42,170,187.96,Switch,1997-12-09,14,3,0,NULL,http://www.ufcstats.com/fighter-details/5d1636b6c1688502
Joseph,Benavidez,162.56,125,165.1,Southpaw,1984-07-31,28,8,0,NULL,http://www.ufcstats.com/fighter-details/80eacd4da0617c57
Rafael,Dias,175.26,145,NULL,Orthodox,1979-10-20,17,12,2,NULL,http://www.ufcstats.com/fighter-details/b5abaa65f87938eb
Milana,Dudieva,160.02,135,NULL,Orthodox,1989-08-04,11,6,0,NULL,http://www.ufcstats.com/fighter-details/072a10e85f7d4bff
Raymond,Daniels,187.96,185,NULL,Southpaw,NULL,0,1,0,NULL,http://www.ufcstats.com/fighter-details/fccb0fee256b7b4d
Billy,Pasulatan,165.1,125,167.64,Switch,1991-08-07,10,3,0,NULL,http://www.ufcstats.com/fighter-details/e5a59983f4603621
Ernest,Chavez,172.72,145,177.8,Orthodox,1983-06-27,10,2,0,NULL,http://www.ufcstats.com/fighter-details/b406da701c479076
Jeremy,Kennedy,180.34,145,180.34,Orthodox,1992-09-16,11,1,0,NULL,http://www.ufcstats.com/fighter-details/68f6e96c5fa6e044
Marilia,Santos,162.56,125,NULL,Orthodox,1992-12-12,10,3,0,NULL,http://www.ufcstats.com/fighter-details/4cb79988b2a9bd07
CB,Dollaway,187.96,185,193.04,Orthodox,1983-08-10,17,9,0,NULL,http://www.ufcstats.com/fighter-details/5d7bdab5e03e3216
Cameron,Olson,185.42,205,190.5,Orthodox,1989-11-22,7,3,0,1,http://www.ufcstats.com/fighter-details/5a9104718439ef44
Billy,Vaughan,167.64000000000001,155,NULL,NULL,1983-12-02,12,17,0,NULL,http://www.ufcstats.com/fighter-details/61428ed51f5ff465
Tom,Watson,185.42,185,185.42,Orthodox,1982-07-13,17,9,0,NULL,http://www.ufcstats.com/fighter-details/6809c31286b08d97
Tristan,Connelly,177.8,145,172.72,Orthodox,1985-12-12,14,8,0,NULL,http://www.ufcstats.com/fighter-details/2ebfbe72ed703925
Melissa,Gatto,165.1,135,175.26,Orthodox,1996-05-02,9,2,2,NULL,http://www.ufcstats.com/fighter-details/a4a80dd7336ffd59
Domingo,Pilarte,182.88,135,185.42,Southpaw,1990-01-05,8,3,0,1,http://www.ufcstats.com/fighter-details/4bf6b225ff6099c4
Chris,Gutierrez,175.26,135,170.18,Orthodox,1991-04-22,21,6,2,NULL,http://www.ufcstats.com/fighter-details/45f0cc9d18f35137
Kevin,Roddy,180.34,145,NULL,NULL,NULL,15,16,1,1,http://www.ufcstats.com/fighter-details/1abf785143f8d5ec
Garrett,Mueller,175.26,135,NULL,NULL,1989-01-29,3,3,0,NULL,http://www.ufcstats.com/fighter-details/d0c325dfefdde31f
Martin,Sano,180.34,170,190.5,Orthodox,1991-05-30,4,3,1,NULL,http://www.ufcstats.com/fighter-details/16a64f93f6678b7b
Alex,Schoenauer,190.5,185,NULL,Orthodox,1976-05-05,15,10,0,NULL,http://www.ufcstats.com/fighter-details/fdfef29ba17ee525
Gilbert,Yvel,187.96,225,195.58,Orthodox,1976-06-30,39,16,1,1,http://www.ufcstats.com/fighter-details/d29b5c4f22c6357d
Elise,Reed,160.02,115,160.02,Orthodox,1992-12-05,8,4,0,NULL,http://www.ufcstats.com/fighter-details/ac7c765882f2c68c
Roman,Dolidze,187.96,185,193.04,Orthodox,1988-07-15,14,3,0,NULL,http://www.ufcstats.com/fighter-details/327d5f279895110d
Matt,Wiman,177.8,155,172.72,Orthodox,1983-09-19,16,10,0,NULL,http://www.ufcstats.com/fighter-details/eb29176b03dfa888
Lucio,Linhares,187.96,185,NULL,Orthodox,1973-12-08,19,8,0,NULL,http://www.ufcstats.com/fighter-details/a780d16cf7eed44d
Wayne,Cole,185.42,205,NULL,Orthodox,NULL,16,25,0,NULL,http://www.ufcstats.com/fighter-details/2eab7a6c8b0ed8cc
Chris,Culley,NULL,145,NULL,NULL,1986-03-25,20,15,0,NULL,http://www.ufcstats.com/fighter-details/e59b13321562eed3
Masio,Fullen,177.8,145,177.8,Orthodox,1986-10-06,11,7,0,NULL,http://www.ufcstats.com/fighter-details/4638cc6479cc0afe
Tim,Hague,193.04,260,193.04,Orthodox,1983-05-09,21,13,0,NULL,http://www.ufcstats.com/fighter-details/219a254e15d60135
Matt,Mitrione,190.5,265,208.28,Switch,1978-07-15,12,5,0,NULL,http://www.ufcstats.com/fighter-details/ba280572acfba13f
Reginaldo,Vieira,170.18,135,165.1,Orthodox,1982-11-26,13,5,0,NULL,http://www.ufcstats.com/fighter-details/f9081770e28ea2e1
Francisco,Trinaldo,175.26,170,177.8,Southpaw,1978-08-24,28,9,0,NULL,http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9
Robert,McDaniel,190.5,185,190.5,Southpaw,1983-05-03,28,10,0,NULL,http://www.ufcstats.com/fighter-details/5cafbc97dba2e797
Cristian,Quinonez,172.72,135,177.8,Orthodox,1996-04-26,18,5,0,NULL,http://www.ufcstats.com/fighter-details/7debc13b36343605
Lee,Bum,187.96,286,NULL,Orthodox,NULL,0,1,0,NULL,http://www.ufcstats.com/fighter-details/c0342805a1948cbb
Guilherme,Costa,NULL,155,NULL,NULL,NULL,7,1,0,NULL,http://www.ufcstats.com/fighter-details/28877eddb1c0b967
Ricardo,Lamas,172.72,145,180.34,Orthodox,1982-05-21,20,8,0,NULL,http://www.ufcstats.com/fighter-details/3974fa35c917af1d
Sheila,Gaff,165.1,135,NULL,Orthodox,1989-12-29,9,7,0,NULL,http://www.ufcstats.com/fighter-details/837d30395faca41e
Phillip,Latu,190.5,205,193.04,Orthodox,1991-02-17,6,2,0,NULL,http://www.ufcstats.com/fighter-details/09224b76d27007ee
David,Lee,177.8,155,NULL,Orthodox,NULL,12,10,0,NULL,http://www.ufcstats.com/fighter-details/8caca5857ce0e30b
Pat,Miletich,177.8,170,NULL,Orthodox,1968-03-09,29,7,2,NULL,http://www.ufcstats.com/fighter-details/cedfdf8d423d500c
Naoki,Matsushita,167.64000000000001,155,NULL,Orthodox,NULL,12,16,1,1,http://www.ufcstats.com/fighter-details/990060b2a68a7b82
Roman,Bravo-Young,NULL,205,NULL,NULL,NULL,0,1,0,NULL,http://www.ufcstats.com/fighter-details/37ce890a4670b287
Vanessa,Demopoulos,157.48000000000002,115,149.86,Orthodox,1988-09-22,11,6,0,NULL,http://www.ufcstats.com/fighter-details/2c483cf443f38ece
Lerone,Murphy,175.26,145,185.42,Orthodox,1991-07-22,15,0,1,NULL,http://www.ufcstats.com/fighter-details/396fe87b84ac2e1c
Jose,Maria,165.1,125,NULL,Orthodox,1982-01-04,37,7,0,2,http://www.ufcstats.com/fighter-details/b35ba64b6a2bbcb3
